occurrence_id,original_identifier,original_reference_number,original_location,section,container,original_context,identity_title,identity_authors,identity_year,identity_doi,bibtex_key,entry_origin,old_bib_key,entry_sources,match_evidence,status,current_number,target_tex,target_line,compiler_resolved,pending_issue,evidence_urls,access_date,word_source,old_bib_path,word_reference_text
C011,[7],7,word/document.xml / body-16,2.1 Audio-Visual Generalized Zero-Shot Learning,paragraph,"The central objective of AVGZSL is to transfer audio-visual knowledge from seen to unseen classes through class semantics. To bridge the modality gap between audio-visual observations and text, Parida et al. [1] construct a shared embedding space in CJME, while Mazumder et al. [2] introduce label-feature reconstruction in AVGZSLNet. These approaches strengthen cross-modal correspondence through geometric alignment and semantic preservation, respectively. To address the limited information in class names and the restricted expressiveness of feature representations, Chen et al. [6] generate fine-grained descriptions using large language models and adjust training margins according to semantic similarity. Kurzendörfer et al. [4] combine pre-trained CLIP and CLAP features with two class label embeddings to improve alignment between audio-visual and textual representations. In addition to richer semantic content, class separability also affects recognition. Mo and Morgado [7] jointly optimize class separability and semantic preservation in EZ-AVGZL and use the optimized class embeddings to query audio-visual features and compute non-linear similarity scores.",Audio-Visual Generalized Zero-Shot Learning the Easy Way,"Mo, Shentong and Morgado, Pedro",2024,10.1007/978-3-031-73209-6_22,mo2024easy,"old bib, verified against primary metadata",12,ref-07-crossref.json; springer-year-evidence.md,"Exact DOI metadata: title, authors and publication identity inspected.; Official Springer page read via web; first-online 2024 versus Cite-as 2025.",identity_verified_year_convention_pending,7,source/sections/02-related-work.tex,10,True,YEAR-CONVENTION-07: Word and Crossref use 2024; Springer first-online date is 2024-11-01 but its Cite-as block uses 2025. Keep 2024 pending author confirmation.,https://api.crossref.org/works/10.1007%2F978-3-031-73209-6_22; https://link.springer.com/chapter/10.1007/978-3-031-73209-6_22,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MO S, MORGADO P. Audio-visual generalized zero-shot learning the easy way In: Proceedings of the European Conference on Computer Vision (ECCV). 2024: 377-395. DOI: 10.1007/978-3-031-73209-6_22."
C012,[3],3,word/document.xml / body-19,2.2 Audio-Visual Cross-Modal Interaction and Fusion,paragraph,"Audio-visual fusion must balance modality complementarity against the propagation of irrelevant information. To explicitly model cross-modal correspondence, Mercea et al. [3] exchange audio-visual information through cross-modal attention in AVCA. In more general multimodal sequence learning, Tsai et al. [8] use directional cross-attention to capture dependencies between unaligned sequences. Although these methods promote information exchange, interaction alone does not establish the reliability of the exchanged information. To enable selective interaction, Nagrani et al. [9] constrain cross-modal information flow through a small number of bottleneck tokens, while Lin et al. [10] use Intra-modal Masked Attention (IntraMA) and Inter-modal Masked Attention (InterMA), followed by a dynamic gate mechanism, for multimodal sentiment analysis. Further, Ma et al. [11] introduce text-conditioned semantic gating in FAMAV to select semantically relevant audio-visual channels.",Audio-Visual Generalised Zero-Shot Learning With Cross-Modal Attention and Language,"Mercea, Otniel-Bogdan and Riesch, Lukas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1109/CVPR52688.2022.01030,mercea2022avca,"old bib, verified against primary metadata",1,ref-03-crossref.json; ref-03-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,3,source/sections/02-related-work.tex,19,True,,https://api.crossref.org/works/10.1109%2FCVPR52688.2022.01030; https://openaccess.thecvf.com/content/CVPR2022/html/Mercea_Audio-Visual_Generalised_Zero-Shot_Learning_With_Cross-Modal_Attention_and_Language_CVPR_2022_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, RIESCH L, KOEPKE A S, et al. Audio-visual generalised zero-shot learning with cross-modal attention and language In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2022: 10553-10563."
C013,[8],8,word/document.xml / body-19,2.2 Audio-Visual Cross-Modal Interaction and Fusion,paragraph,"Audio-visual fusion must balance modality complementarity against the propagation of irrelevant information. To explicitly model cross-modal correspondence, Mercea et al. [3] exchange audio-visual information through cross-modal attention in AVCA. In more general multimodal sequence learning, Tsai et al. [8] use directional cross-attention to capture dependencies between unaligned sequences. Although these methods promote information exchange, interaction alone does not establish the reliability of the exchanged information. To enable selective interaction, Nagrani et al. [9] constrain cross-modal information flow through a small number of bottleneck tokens, while Lin et al. [10] use Intra-modal Masked Attention (IntraMA) and Inter-modal Masked Attention (InterMA), followed by a dynamic gate mechanism, for multimodal sentiment analysis. Further, Ma et al. [11] introduce text-conditioned semantic gating in FAMAV to select semantically relevant audio-visual channels.",Multimodal Transformer for Unaligned Multimodal Language Sequences,"Tsai, Yao-Hung Hubert and Bai, Shaojie and Liang, Paul Pu and Kolter, J. Zico and Morency, Louis-Philippe and Salakhutdinov, Ruslan",2019,10.18653/v1/p19-1656,tsai2019mult,Word plus primary metadata,,ref-08-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,8,source/sections/02-related-work.tex,19,True,,https://api.crossref.org/works/10.18653%2Fv1%2FP19-1656,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"TSAI Y H H, BAI S, LIANG P P, et al. Multimodal transformer for unaligned multimodal language sequences In: Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics (ACL). 2019: 6558-6569. DOI: 10.18653/v1/P19-1656."
C014,[9],9,word/document.xml / body-19,2.2 Audio-Visual Cross-Modal Interaction and Fusion,paragraph,"Audio-visual fusion must balance modality complementarity against the propagation of irrelevant information. To explicitly model cross-modal correspondence, Mercea et al. [3] exchange audio-visual information through cross-modal attention in AVCA. In more general multimodal sequence learning, Tsai et al. [8] use directional cross-attention to capture dependencies between unaligned sequences. Although these methods promote information exchange, interaction alone does not establish the reliability of the exchanged information. To enable selective interaction, Nagrani et al. [9] constrain cross-modal information flow through a small number of bottleneck tokens, while Lin et al. [10] use Intra-modal Masked Attention (IntraMA) and Inter-modal Masked Attention (InterMA), followed by a dynamic gate mechanism, for multimodal sentiment analysis. Further, Ma et al. [11] introduce text-conditioned semantic gating in FAMAV to select semantically relevant audio-visual channels.",Attention Bottlenecks for Multimodal Fusion,"Nagrani, Arsha and Yang, Shan and Arnab, Anurag and Jansen, Aren and Schmid, Cordelia and Sun, Chen",2021,,nagrani2021bottlenecks,Word plus primary metadata,,ref-09-neurips.bib,"Exact title, authors, year and proceedings entry.",identity_verified,9,source/sections/02-related-work.tex,19,True,,https://proceedings.neurips.cc/paper_files/paper/2021/file/76ba9f564ebbc35b1014ac498fafadd0-Bibtex.bib,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"NAGRANI A, YANG S, ARNAB A, et al. Attention bottlenecks for multimodal fusion In: Advances in Neural Information Processing Systems (NeurIPS). 2021, 34: 14200-14213."
C015,[10],10,word/document.xml / body-19,2.2 Audio-Visual Cross-Modal Interaction and Fusion,paragraph,"Audio-visual fusion must balance modality complementarity against the propagation of irrelevant information. To explicitly model cross-modal correspondence, Mercea et al. [3] exchange audio-visual information through cross-modal attention in AVCA. In more general multimodal sequence learning, Tsai et al. [8] use directional cross-attention to capture dependencies between unaligned sequences. Although these methods promote information exchange, interaction alone does not establish the reliability of the exchanged information. To enable selective interaction, Nagrani et al. [9] constrain cross-modal information flow through a small number of bottleneck tokens, while Lin et al. [10] use Intra-modal Masked Attention (IntraMA) and Inter-modal Masked Attention (InterMA), followed by a dynamic gate mechanism, for multimodal sentiment analysis. Further, Ma et al. [11] introduce text-conditioned semantic gating in FAMAV to select semantically relevant audio-visual channels.",Semi-IIN: Semi-Supervised Intra-Inter Modal Interaction Learning Network for Multimodal Sentiment Analysis,"Lin, Jinhao and Wang, Yifei and Xu, Yanwu and Liu, Qi",2025,10.1609/aaai.v39i2.32131,lin2025semiinn,Word plus primary metadata,,ref-10-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,10,source/sections/02-related-work.tex,19,True,,https://api.crossref.org/works/10.1609%2Faaai.v39i2.32131,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"LIN J, WANG Y, XU Y, et al. Semi-IIN: semi-supervised intra-inter modal interaction learning network for multimodal sentiment analysis In: Proceedings of the AAAI Conference on Artificial Intelligence (AAAI). 2025, 39(2): 1411-1419. DOI: 10.1609/aaai.v39i2.32131."
C016,[11],11,word/document.xml / body-19,2.2 Audio-Visual Cross-Modal Interaction and Fusion,paragraph,"Audio-visual fusion must balance modality complementarity against the propagation of irrelevant information. To explicitly model cross-modal correspondence, Mercea et al. [3] exchange audio-visual information through cross-modal attention in AVCA. In more general multimodal sequence learning, Tsai et al. [8] use directional cross-attention to capture dependencies between unaligned sequences. Although these methods promote information exchange, interaction alone does not establish the reliability of the exchanged information. To enable selective interaction, Nagrani et al. [9] constrain cross-modal information flow through a small number of bottleneck tokens, while Lin et al. [10] use Intra-modal Masked Attention (IntraMA) and Inter-modal Masked Attention (InterMA), followed by a dynamic gate mechanism, for multimodal sentiment analysis. Further, Ma et al. [11] introduce text-conditioned semantic gating in FAMAV to select semantically relevant audio-visual channels.",Fusion-regularized alignment modality-adaptive audio-visual network for audio-visual zero-shot learning,"Ma, Siteng and Niu, Xiaoyu and Tang, Haocheng and Yang, Zhe and Chu, Jisheng and Li, Wenrui",2026,10.1016/j.neucom.2026.133693,ma2026famav,Word plus primary metadata,,ref-11-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,11,source/sections/02-related-work.tex,19,True,,https://api.crossref.org/works/10.1016%2Fj.neucom.2026.133693,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"MA S, NIU X, TANG H, et al. Fusion-regularized alignment modality-adaptive audio-visual network for audio-visual zero-shot learning. Neurocomputing, 2026, 685: 133693. DOI: 10.1016/j.neucom.2026.133693."
C017,[5],5,word/document.xml / body-22,2.3 Temporal Modeling and Grounding,paragraph,"Temporal modeling requires not only capturing dependencies between segments but also identifying which segments support the current semantic target. To overcome the inability of temporally averaged representations to exploit dynamic structure, Mercea et al. [5] model temporal and cross-modal relationships in TCaF. To suppress redundant segments, Li et al. use question-related cues in PSTP-Net [12] and TSPM [13] to select key segments and focus computation on more discriminative content. To explicitly represent continuous weights over target-relevant segments, Xiao et al. [14] employ Gaussian masks for soft temporal grounding in visually grounded video question answering. Kim et al. [15] further propose QA-TIGER, which uses question-aware fusion and temporal integration of Gaussian experts to independently weight and aggregate question-relevant audio and visual segments. Compared with discrete selection, these methods express the locality of evidence through parameterized temporal weights and allow multiple segments to jointly support a prediction.",Temporal and Cross-modal Attention for Audio-Visual Zero-Shot Learning,"Mercea, Otniel-Bogdan and Hummel, Thomas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1007/978-3-031-20044-1_28,mercea2022tcaf,"old bib, verified against primary metadata",5,ref-05-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,5,source/sections/02-related-work.tex,28,True,,https://api.crossref.org/works/10.1007%2F978-3-031-20044-1_28,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, HUMMEL T, KOEPKE A S, et al. Temporal and cross-modal attention for audio-visual zero-shot learning In: Proceedings of the European Conference on Computer Vision (ECCV). 2022: 488-505."
C018,[12],12,word/document.xml / body-22,2.3 Temporal Modeling and Grounding,paragraph,"Temporal modeling requires not only capturing dependencies between segments but also identifying which segments support the current semantic target. To overcome the inability of temporally averaged representations to exploit dynamic structure, Mercea et al. [5] model temporal and cross-modal relationships in TCaF. To suppress redundant segments, Li et al. use question-related cues in PSTP-Net [12] and TSPM [13] to select key segments and focus computation on more discriminative content. To explicitly represent continuous weights over target-relevant segments, Xiao et al. [14] employ Gaussian masks for soft temporal grounding in visually grounded video question answering. Kim et al. [15] further propose QA-TIGER, which uses question-aware fusion and temporal integration of Gaussian experts to independently weight and aggregate question-relevant audio and visual segments. Compared with discrete selection, these methods express the locality of evidence through parameterized temporal weights and allow multiple segments to jointly support a prediction.",Progressive Spatio-temporal Perception for Audio-Visual Question Answering,"Li, Guangyao and Hou, Wenxuan and Hu, Di",2023,10.1145/3581783.3612293,li2023pstp,Word plus primary metadata,,ref-12-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,12,source/sections/02-related-work.tex,28,True,,https://api.crossref.org/works/10.1145%2F3581783.3612293,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"LI G, HOU W, HU D. Progressive spatio-temporal perception for audio-visual question answering In: Proceedings of the 31st ACM International Conference on Multimedia (ACM MM). 2023: 7808-7816. DOI: 10.1145/3581783.3612293."
C019,[13],13,word/document.xml / body-22,2.3 Temporal Modeling and Grounding,paragraph,"Temporal modeling requires not only capturing dependencies between segments but also identifying which segments support the current semantic target. To overcome the inability of temporally averaged representations to exploit dynamic structure, Mercea et al. [5] model temporal and cross-modal relationships in TCaF. To suppress redundant segments, Li et al. use question-related cues in PSTP-Net [12] and TSPM [13] to select key segments and focus computation on more discriminative content. To explicitly represent continuous weights over target-relevant segments, Xiao et al. [14] employ Gaussian masks for soft temporal grounding in visually grounded video question answering. Kim et al. [15] further propose QA-TIGER, which uses question-aware fusion and temporal integration of Gaussian experts to independently weight and aggregate question-relevant audio and visual segments. Compared with discrete selection, these methods express the locality of evidence through parameterized temporal weights and allow multiple segments to jointly support a prediction.",Boosting Audio Visual Question Answering via Key Semantic-Aware Cues,"Li, Guangyao and Du, Henghui and Hu, Di",2024,10.1145/3664647.3680803,li2024tspm,Word plus primary metadata,,ref-13-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,13,source/sections/02-related-work.tex,28,True,,https://api.crossref.org/works/10.1145%2F3664647.3680803,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"LI G, DU H, HU D. Boosting audio visual question answering via key semantic-aware cues In: Proceedings of the 32nd ACM International Conference on Multimedia (ACM MM). 2024: 5997-6005. DOI: 10.1145/3664647.3680803."
C020,[14],14,word/document.xml / body-22,2.3 Temporal Modeling and Grounding,paragraph,"Temporal modeling requires not only capturing dependencies between segments but also identifying which segments support the current semantic target. To overcome the inability of temporally averaged representations to exploit dynamic structure, Mercea et al. [5] model temporal and cross-modal relationships in TCaF. To suppress redundant segments, Li et al. use question-related cues in PSTP-Net [12] and TSPM [13] to select key segments and focus computation on more discriminative content. To explicitly represent continuous weights over target-relevant segments, Xiao et al. [14] employ Gaussian masks for soft temporal grounding in visually grounded video question answering. Kim et al. [15] further propose QA-TIGER, which uses question-aware fusion and temporal integration of Gaussian experts to independently weight and aggregate question-relevant audio and visual segments. Compared with discrete selection, these methods express the locality of evidence through parameterized temporal weights and allow multiple segments to jointly support a prediction.",Can I Trust Your Answer? Visually Grounded Video Question Answering,"Xiao, Junbin and Yao, Angela and Li, Yicong and Chua, Tat-Seng",2024,10.1109/cvpr52733.2024.01254,xiao2024trust,Word plus primary metadata,,ref-14-crossref.json; ref-14-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,14,source/sections/02-related-work.tex,28,True,,https://api.crossref.org/works/10.1109%2Fcvpr52733.2024.01254; https://openaccess.thecvf.com/content/CVPR2024/html/Xiao_Can_I_Trust_Your_Answer_Visually_Grounded_Video_Question_Answering_CVPR_2024_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"XIAO J, YAO A, LI Y, et al. Can I trust your answer? Visually grounded video question answering In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2024: 13204-13214."
C021,[15],15,word/document.xml / body-22,2.3 Temporal Modeling and Grounding,paragraph,"Temporal modeling requires not only capturing dependencies between segments but also identifying which segments support the current semantic target. To overcome the inability of temporally averaged representations to exploit dynamic structure, Mercea et al. [5] model temporal and cross-modal relationships in TCaF. To suppress redundant segments, Li et al. use question-related cues in PSTP-Net [12] and TSPM [13] to select key segments and focus computation on more discriminative content. To explicitly represent continuous weights over target-relevant segments, Xiao et al. [14] employ Gaussian masks for soft temporal grounding in visually grounded video question answering. Kim et al. [15] further propose QA-TIGER, which uses question-aware fusion and temporal integration of Gaussian experts to independently weight and aggregate question-relevant audio and visual segments. Compared with discrete selection, these methods express the locality of evidence through parameterized temporal weights and allow multiple segments to jointly support a prediction.",Question-Aware Gaussian Experts for Audio-Visual Question Answering,"Kim, Hongyeob and Jung, Inyoung and Suh, Dayoon and Zhang, Youjia and Lee, Sangmin and Hong, Sungeun",2025,10.1109/cvpr52734.2025.01277,kim2025qatiger,Word plus primary metadata,,ref-15-crossref.json; ref-15-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,15,source/sections/02-related-work.tex,28,True,,https://api.crossref.org/works/10.1109%2Fcvpr52734.2025.01277; https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Question-Aware_Gaussian_Experts_for_Audio-Visual_Question_Answering_CVPR_2025_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"KIM H, JUNG I, SUH D, et al. Question-aware Gaussian experts for audio-visual question answering In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2025: 13681-13690."
C022,[7],7,word/document.xml / body-32,3.3 Discriminative Semantic Prototype Optimization,paragraph,"Class label embeddings bridge seen and unseen classes in AVGZSL. Embeddings from pre-trained models such as CLIP and CLAP preserve useful semantic relationships. For example, “playing guitar” is closer to “playing violin” than to “dog barking” in semantic space, and such relationships underpin zero-shot transfer. However, these embeddings are not optimized for the target classification task. Class embeddings of semantically similar classes can be too close to distinguish similar actions or sounds. Conversely, maximizing class separability alone tends to push all class embeddings toward an equidistant configuration, erasing the distinction between semantically related and unrelated classes and disrupting the semantic relationships required for transfer. To resolve this conflict, we develop Discriminative Semantic Prototype Optimization (DSPO) based on class embedding optimization [7]. Starting from the original text embeddings, DSPO learns class embeddings with improved separability while retaining their semantic relationships. Specifically, it first constructs text embeddings of class descriptions and then jointly optimizes the class embeddings under two competing objectives: class separability and semantic preservation.",Audio-Visual Generalized Zero-Shot Learning the Easy Way,"Mo, Shentong and Morgado, Pedro",2024,10.1007/978-3-031-73209-6_22,mo2024easy,"old bib, verified against primary metadata",12,ref-07-crossref.json; springer-year-evidence.md,"Exact DOI metadata: title, authors and publication identity inspected.; Official Springer page read via web; first-online 2024 versus Cite-as 2025.",identity_verified_year_convention_pending,7,source/sections/03-method.tex,25,True,YEAR-CONVENTION-07: Word and Crossref use 2024; Springer first-online date is 2024-11-01 but its Cite-as block uses 2025. Keep 2024 pending author confirmation.,https://api.crossref.org/works/10.1007%2F978-3-031-73209-6_22; https://link.springer.com/chapter/10.1007/978-3-031-73209-6_22,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MO S, MORGADO P. Audio-visual generalized zero-shot learning the easy way In: Proceedings of the European Conference on Computer Vision (ECCV). 2024: 377-395. DOI: 10.1007/978-3-031-73209-6_22."
C023,[15],15,word/document.xml / body-47,3.4 Class-Conditioned Gaussian Temporal Aggregation,paragraph,"Not every segment of a long video is relevant to its class. In a “wood thrush calling” video, for example, the critical bird call may occupy only a small portion of the audio, with environmental noise dominating the remaining duration. Likewise, the decisive action in “basketball dunk” occurs only within a short frame interval. Under the conventional class-agnostic global encoding paradigm, uniform pooling dilutes such local evidence with redundant segments. For an unseen class without training samples, class semantics are particularly important for actively searching potentially relevant temporal regions. To address this problem, we propose Class-Conditioned Gaussian Temporal Aggregation (CGTA), which uses optimized class embeddings as encoding conditions rather than only as matching references. It first injects description embeddings into the visual and audio sequences to condition their representations on the candidate class. It then generates multiple continuous Gaussian distributions to independently localize and aggregate class-relevant segments along the two modality timelines. CGTA adapts question-aware fusion and temporal integration of Gaussian experts [15] by replacing question features with description embeddings and optimized class embeddings.",Question-Aware Gaussian Experts for Audio-Visual Question Answering,"Kim, Hongyeob and Jung, Inyoung and Suh, Dayoon and Zhang, Youjia and Lee, Sangmin and Hong, Sungeun",2025,10.1109/cvpr52734.2025.01277,kim2025qatiger,Word plus primary metadata,,ref-15-crossref.json; ref-15-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,15,source/sections/03-method.tex,70,True,,https://api.crossref.org/works/10.1109%2Fcvpr52734.2025.01277; https://openaccess.thecvf.com/content/CVPR2025/html/Kim_Question-Aware_Gaussian_Experts_for_Audio-Visual_Question_Answering_CVPR_2025_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"KIM H, JUNG I, SUH D, et al. Question-aware Gaussian experts for audio-visual question answering In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2025: 13681-13690."
C024,[10],10,word/document.xml / body-78,3.5 Decoupled Modality Interaction and Gated Fusion,paragraph,"Audio and visual content are not always strongly correlated in real-world videos. Visual observations may contain occlusions or irrelevant actions, whereas audio may include background music and environmental noise. Modality dependence also varies across classes: instrument performances require corroboration between sound and movement, while the discriminative information for some classes comes almost entirely from one modality. If the two sequences are fused through indiscriminate global attention, cross-modal attention may propagate irrelevant content as context and cause modality interference. Conversely, a fixed preference for one modality may induce bias toward seen classes and undermine unseen-class generalization. To address these issues, we design Decoupled Modality Interaction and Gated Fusion (DMIF). Following Semi-IIN [10], two complementary attention masks implement IntraMA and InterMA in independent branches, while a sample- and class-conditioned gate dynamically adjusts the contributions of intra-modal representations, inter-modal representations, and direct temporal evidence.",Semi-IIN: Semi-Supervised Intra-Inter Modal Interaction Learning Network for Multimodal Sentiment Analysis,"Lin, Jinhao and Wang, Yifei and Xu, Yanwu and Liu, Qi",2025,10.1609/aaai.v39i2.32131,lin2025semiinn,Word plus primary metadata,,ref-10-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,10,source/sections/03-method.tex,163,True,,https://api.crossref.org/works/10.1609%2Faaai.v39i2.32131,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"LIN J, WANG Y, XU Y, et al. Semi-IIN: semi-supervised intra-inter modal interaction learning network for multimodal sentiment analysis In: Proceedings of the AAAI Conference on Artificial Intelligence (AAAI). 2025, 39(2): 1411-1419. DOI: 10.1609/aaai.v39i2.32131."
C025,[7],7,word/document.xml / body-100,"3.6 Joint Embedding, Training, and Inference",paragraph,"Supervised audio-visual language alignment. In the second stage, we train the main network using a supervised text-audio-visual contrastive loss inspired by [7]. It pulls each training sample’s class-conditioned embedding toward its ground-truth class embedding and pushes it away from the class embeddings of other seen classes:",Audio-Visual Generalized Zero-Shot Learning the Easy Way,"Mo, Shentong and Morgado, Pedro",2024,10.1007/978-3-031-73209-6_22,mo2024easy,"old bib, verified against primary metadata",12,ref-07-crossref.json; springer-year-evidence.md,"Exact DOI metadata: title, authors and publication identity inspected.; Official Springer page read via web; first-online 2024 versus Cite-as 2025.",identity_verified_year_convention_pending,7,source/sections/03-method.tex,229,True,YEAR-CONVENTION-07: Word and Crossref use 2024; Springer first-online date is 2024-11-01 but its Cite-as block uses 2025. Keep 2024 pending author confirmation.,https://api.crossref.org/works/10.1007%2F978-3-031-73209-6_22; https://link.springer.com/chapter/10.1007/978-3-031-73209-6_22,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MO S, MORGADO P. Audio-visual generalized zero-shot learning the easy way In: Proceedings of the European Conference on Computer Vision (ECCV). 2024: 377-395. DOI: 10.1007/978-3-031-73209-6_22."
C026,[16],16,word/document.xml / body-103,"3.6 Joint Embedding, Training, and Inference",paragraph,"At inference time, given a test sample  the model performs a conditioned forward pass for each candidate in  and computes its similarity score. Because classification training uses only seen classes, the scores are biased toward these classes. We apply calibrated stacking [16] to penalize seen-class scores during inference:",An Empirical Study and Analysis of Generalized Zero-Shot Learning for Object Recognition in the Wild,"Chao, Wei-Lun and Changpinyo, Soravit and Gong, Boqing and Sha, Fei",2016,10.1007/978-3-319-46475-6_4,chao2016gzsl,Word plus primary metadata,,ref-16-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,16,source/sections/03-method.tex,238,True,,https://api.crossref.org/works/10.1007%2F978-3-319-46475-6_4,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"CHAO W L, CHANGPINYO S, GONG B, et al. An empirical study and analysis of generalized zero-shot learning for object recognition in the wild In: Proceedings of the European Conference on Computer Vision (ECCV). 2016: 52-68."
C027,[17],17,word/document.xml / body-109,4.1.1 Datasets,paragraph,"We evaluate AVGZSL performance on three benchmarks: VGGSound-GZSLcls, UCF-GZSLcls, and ActivityNet-GZSLcls. VGGSound-GZSLcls is constructed from VGGSound [17] and contains 276 classes, initially divided into 138 seen and 138 unseen classes. It covers diverse scenes involving animals, households, music, nature, people, sports, tools, and vehicles. UCF-GZSLcls is derived from the UCF101 action-recognition dataset [18] and contains 51 classes, initially divided into 30 seen and 21 unseen classes. Its daily activities and sports include fencing, playing the piano, and diving. ActivityNet-GZSLcls is based on ActivityNet [19] and contains 200 daily-activity classes, initially divided into 99 seen and 101 unseen classes. Its longer videos and complex scenes pose additional challenges for temporal grounding and audio-visual fusion.",VGGSound: A Large-Scale Audio-Visual Dataset,"Chen, Honglie and Xie, Weidi and Vedaldi, Andrea and Zisserman, Andrew",2020,10.1109/ICASSP40776.2020.9053174,chen2020vggsound,"old bib, verified against primary metadata",34,ref-17-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,17,source/sections/04-experiments.tex,13,True,,https://api.crossref.org/works/10.1109%2FICASSP40776.2020.9053174,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"CHEN H, XIE W, VEDALDI A, et al. VGGSound: a large-scale audio-visual dataset In: Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). 2020: 721-725."
